handout,handout_name,row_id,original_entry,original_decision,chapter,topic,book_printed_pages,source_pages,integrated_disposition,integrated_ids,detail
HEP,After Mid-Module Hepatology Extras (Hepatology),E-24,,include,27,SBP - risk groups and silent presentation,343,Hepatology p. 76,retained,"E27.09, E27.11","E27.09: SBP 8% reworded with its exact denominator (spontaneous type, cirrhotics with ascites) and the 10% overall figure that book p. 343 and Hepatology p. 75 both give; checked: not a disagreement (audit B S3/N1).; E27.11: Reduced to 'classic features may be absent': the rest is already on book p. 343."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-25,,include,27,SBP prophylaxis in GI bleeding,344,Hepatology p. 76,retained,E27.12,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-26,,include,27,SBP treatment - duration and alternatives,343,Hepatology p. 77,retained,E27.12,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-27,,exclude,27,SBP - transplant indication and prognosis,343,Hepatology p. 77,excluded by original handout,,"Covered (only 'particularly if recurrent' extra, trivial). Note: source and book both carry the internal 20% vs 25% mortality figures; not a source-book discrepancy."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-28,,include,28,HRS - definition details,346,Hepatology p. 78,retained,E28.01,"E28.01: Reduced to what the book lacks (normal renal function, cardiac dysfunction, tense ascites); the rest is on book p. 346."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-29,,include,28,HRS - pathogenesis components and flow figure,346,Hepatology p. 78,retained,E28.01,"E28.01: Reduced to what the book lacks (normal renal function, cardiac dysfunction, tense ascites); the rest is on book p. 346."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-30,,exclude,28,"AKI definition, AKI types, HRS-AKI/NAKI classification, HRS-AKI criteria","346, 347","Hepatology p. 78, 79",excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),E-31,,exclude,28,AKI staging,346,Hepatology p. 79,excluded by original handout,,Source itself does not list the 3 stages (truncated); nothing to add. Reviewer may wish to note both source and book leave this sentence incomplete.
HEP,After Mid-Module Hepatology Extras (Hepatology),E-32,,include,28,HRS - classic criteria with creatinine threshold (image table),"346, 347",Hepatology p. 79,retained,E28.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-33,,include,28,HRS - differential diagnosis,"346, 347",Hepatology p. 79,retained,E28.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-34,,exclude,28,"HRS treatment - terlipressin, albumin, noradrenaline, midodrine+octreotide, NGAL (text)",347,Hepatology p. 80,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),E-35,,include,28,HRS prevention (image table),347,Hepatology p. 80,retained,E28.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-36,,include (partial),28,HRS treatment - detailed dosing (image table),347,Hepatology p. 80,retained,E28.04,E28.04: Note that the terlipressin escalation and maintenance albumin rows are kept for review (R36).
HEP,After Mid-Module Hepatology Extras (Hepatology),E-37,,discrepancy,28,HRS treatment - terlipressin escalation and albumin dose,347,Hepatology p. 80,review point,R36,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-01,,include,18,Bilirubin production: daily amount and sources,"245, 350, 392",Hepatology p. 81,retained,E18.08,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-02,,include,18,"Hepatic processing of bilirubin: four steps, ligandin, canalicular secretion",245,"Hepatology p. 81, 82",retained,E18.09,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-03,,include,18,Intestinal fate of conjugated bilirubin,245,Hepatology p. 82,retained,E18.10,E18.10: Merged Hepatology F-03/A-17 with A-18 (bilirubin and bile acids in the gut).
HEP,After Mid-Module Hepatology Extras (Hepatology),F-04,,discrepancy,18,Fate of reabsorbed urobilinogen (enterohepatic vs urinary),245,Hepatology p. 82,review point,R17,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-05,,discrepancy,18,Mechanistic category of Gilbert's syndrome,"245, 350, 351","Hepatology p. 83, 84",review point,R18,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-06,,include,29,Clinical/lab clues: biliary obstruction vs liver disease,"353, 354, 397, 398",Hepatology p. 87,retained,E29.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-07,,include,18,Causes of isolated raised ALP,245,Hepatology p. 87,retained,E18.07,E18.07: Hepatology F-07 (isolated ALP causes) kept as its own entry.
HEP,After Mid-Module Hepatology Extras (Hepatology),F-08,,include,18,LFT grouping by function; 5'-nucleotidase,"238, 245",Hepatology p. 87,retained,E18.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-09,,exclude,29,Ultrasound-led algorithm for proven cholestasis; jaundice algorithm,"241, 354, 394",Hepatology p. 87,excluded by original handout,,Already covered by Fig 29.1 and Ch 18/35 imaging text; the small cholestasis flowchart adds nothing material.
HEP,After Mid-Module Hepatology Extras (Hepatology),F-10,,include,29,Sites of intrahepatic cholestasis (figure),352,Hepatology p. 85,retained,E29.04,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-11,,exclude,29,"Jaundice approach, Gilbert's, cholestasis definitions/classification/clinical/extra-hepatic effects/labs","350, 351, 352, 353, 354","Hepatology p. 83, 84, 85, 86, 87",excluded by original handout,,Already covered verbatim.
HEP,After Mid-Module Hepatology Extras (Hepatology),F-12,,include,30,"Ammonia sources, urea cycle and blood levels in HE",358,Hepatology p. 90,retained,E30.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-13,,include,30,Amino acid imbalance and false neurotransmitters in HE,"358, 360",Hepatology p. 90,retained,E30.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-14,,include,30,GABA in hepatic encephalopathy,358,Hepatology p. 90,retained,E30.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-15,,merged,30,Sources and cerebral effects of raised ammonia (figure),358,Hepatology p. 90,retained,E30.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-16,,include,30,Treatment strategies for HE,359,Hepatology p. 91,retained,E30.04,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-17,,exclude,30,"HE definition, types, clinical features, precipitants, diet, antibiotics, lactulose, LOLA, levodopa, BCAA, transplant","356, 357, 358, 359, 360","Hepatology p. 88, 89, 91, 92",excluded by original handout,,"Already covered; diet discrepancy already annotated in book. Note: source and book both read rifaximin 'alters the intestinal flora with any systemic side effects' (likely intended 'without') - source unclear, not corrected here."
HEP,After Mid-Module Hepatology Extras (Hepatology),F-18,,include,31,Mechanism of cerebral oedema in ALF,363,Hepatology p. 94,retained,E31.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),F-19,,exclude,31,"ALF definition, classification, causes, clinical features, diagnostic studies, management (neuro, ICP, infection, coagulopathy, haemodynamics, metabolic, NAC, transplant)","362, 363, 364, 365, 366","Hepatology p. 93, 94, 95, 96",excluded by original handout,,Already covered verbatim.
HEP,After Mid-Module Hepatology Extras (Hepatology),F-20,,exclude,29,Free bilirubin crossing to brain/placenta (figure),350,Hepatology p. 82,excluded by original handout,,Figure-only label with no explanatory statement in source; too thin to add without supplementing from memory.
